"county","bldg_id","useful_cols_in_bldg_count"
"G4500190",532105,20
"G4500190",544553,20
"G4500190",18798,21
"G4500190",110319,21
"G4500190",121016,21
"G4500190",322519,21
"G4500190",380576,21
"G4500190",394231,21
"G4500190",494097,21
"G4500190",511900,21
"G4500190",6635,22
"G4500190",353769,22
"G4500190",500697,22
"G4500210",93405,8
"G4500210",401968,8
"G4500210",454524,8
"G4500210",538921,8
"G4500210",547621,8
"G4500210",106029,9
"G4500210",185048,9
"G4500210",362040,9
"G4500210",460013,9
"G4500210",62053,10
"G4500210",214222,10
"G4500210",281886,10
"G4500210",344708,10
"G4500210",21893,13
"G4500210",65081,13
"G4500210",32634,15
"G4500210",152486,16
"G4500210",187343,16
"G4500210",191084,16
"G4500210",203513,16
"G4500210",70556,17
"G4500210",84593,17
"G4500210",98000,17
"G4500210",166922,17
"G4500210",194578,17
"G4500210",195774,17
"G4500210",86055,18
"G4500210",166440,18
"G4500210",211416,18
"G4500210",249664,18
"G4500210",259244,18
"G4500210",270423,18
"G4500210",9756,19
"G4500210",241708,19
"G4500210",460880,19
"G4500210",38693,20
"G4500210",42264,20
"G4500210",435590,20
"G4500230",86331,8
"G4500230",169021,8
"G4500230",193197,8
"G4500230",286865,8
"G4500230",419852,9
"G4500230",433929,15
"G4500230",55656,16
"G4500230",60575,16
"G4500230",105114,17
"G4500230",110676,17
"G4500230",120307,17
"G4500230",207620,17
"G4500230",237543,17
"G4500230",292336,17
"G4500230",326967,17
"G4500230",373358,17
"G4500230",26021,18
"G4500230",150623,18
"G4500230",150119,19
"G4500230",178662,19
"G4500230",239703,19
"G4500230",41563,20
"G4500230",66076,20
"G4500230",433909,20
"G4500250",100105,8
"G4500250",263376,8
"G4500250",6618,9
"G4500250",41138,9
"G4500250",343953,9
"G4500250",357459,9
"G4500250",51210,15
"G4500250",30039,16
"G4500250",134895,16
"G4500250",146544,16
"G4500250",197276,16
"G4500250",236014,16
"G4500250",254641,16
"G4500250",462003,16
"G4500250",46411,17
"G4500250",52820,17
"G4500250",62433,17
"G4500250",88969,17
"G4500250",90053,17
"G4500250",102575,17
"G4500250",200361,17
"G4500250",242375,17
"G4500250",306502,17
"G4500250",315952,17
"G4500250",340977,17
"G4500250",353609,17
"G4500250",25603,18
"G4500250",29214,18
"G4500250",119093,18
"G4500250",130507,18
"G4500250",171664,18
"G4500250",191287,18
"G4500250",206383,18
"G4500250",295056,18
"G4500250",327679,18
"G4500250",364940,19
"G4500250",395568,19
"G4500250",445364,19
"G4500250",530498,19
"G4500250",41357,20
"G4500250",118756,20
"G4500250",143926,20
"G4500250",263689,20
"G4500250",318724,20
"G4500250",319963,20
"G4500270",141470,8
"G4500270",384102,8
"G4500270",127412,9
"G4500270",133689,9
"G4500270",157941,9
"G4500270",418736,10
"G4500270",539810,15
"G4500270",177391,16
"G4500270",205900,16
"G4500270",179762,17
"G4500270",225162,17
"G4500270",296478,17
"G4500270",32095,18
"G4500270",73707,18
"G4500270",111876,18
"G4500270",144621,18
"G4500270",167646,18
"G4500270",254229,18
"G4500270",333135,18
"G4500270",338100,18
"G4500270",27822,19
"G4500270",101310,19
"G4500270",142304,19
"G4500270",71802,20
"G4500290",40359,8
"G4500290",79885,8
"G4500290",367724,8
"G4500290",493032,8
"G4500290",153607,9
"G4500290",165581,9
"G4500290",419608,9
"G4500290",19759,10
"G4500290",389434,10
"G4500290",91114,11
"G4500290",111104,15
"G4500290",390428,15
"G4500290",57709,16
"G4500290",69867,16
"G4500290",231394,16
"G4500290",3956,17
"G4500290",134863,18
"G4500290",179654,18
"G4500290",180659,18
"G4500290",210458,18
"G4500290",282932,18
"G4500290",36265,19
"G4500290",165252,19
"G4500290",521767,19
"G4500290",214769,20
"G4500290",448596,20
"G4500290",11551,21
"G4500310",65202,8
"G4500310",140191,8
"G4500310",288995,8
"G4500310",309139,8
"G4500310",136048,9
"G4500310",266005,9
"G4500310",312064,9
"G4500310",28005,10
"G4500310",547959,10
"G4500310",457566,14
"G4500310",167456,15
"G4500310",21781,16
"G4500310",47012,16
"G4500310",69144,16
"G4500310",136056,16
"G4500310",172106,16
"G4500310",23003,17
"G4500310",82116,17
"G4500310",118507,17
"G4500310",120308,17
"G4500310",128553,17
"G4500310",175935,17
"G4500310",191077,17
"G4500310",207176,17
"G4500310",228649,17
"G4500310",238007,17
"G4500310",241829,17
"G4500310",267473,17
"G4500310",276455,17
"G4500310",53141,18
"G4500310",63483,18
"G4500310",110989,18
"G4500310",132826,18
"G4500310",135955,18
"G4500310",145141,18
"G4500310",147359,18
"G4500310",180224,18
"G4500310",191543,18
"G4500310",212851,18
"G4500310",250867,18
"G4500310",261061,18
"G4500310",280712,18
"G4500310",282582,18
"G4500310",326831,18
"G4500310",52722,19
"G4500310",63063,19
"G4500310",12528,20
"G4500310",215379,20
"G4500310",300227,20
"G4500310",453543,20
"G4500330",40403,8
"G4500330",123262,8
"G4500330",143141,8
"G4500330",158677,9
"G4500330",276373,9
"G4500330",531774,9
"G4500330",83717,10
"G4500330",276653,11
"G4500330",415963,14
"G4500330",93063,15
"G4500330",324703,15
"G4500330",55659,16
"G4500330",21719,17
"G4500330",35450,17
"G4500330",94804,17
"G4500330",119969,17
"G4500330",146084,17
"G4500330",87827,18
"G4500330",115504,18
"G4500330",129321,18
"G4500330",134828,18
"G4500330",148643,18
"G4500330",367528,18
"G4500330",167612,19
"G4500330",370017,19
"G4500350",158482,8
"G4500350",346646,8
"G4500350",401449,8
"G4500350",506142,8
"G4500350",510596,8
"G4500350",196098,9
"G4500350",520077,9
"G4500350",186517,10
"G4500350",439720,10
"G4500350",505043,14
"G4500350",105557,15
"G4500350",164661,15
"G4500350",166890,15
"G4500350",282799,15
"G4500350",290937,15
"G4500350",331713,15
"G4500350",454208,15
"G4500350",547125,15
"G4500350",14060,16
"G4500350",60400,16
"G4500350",84037,16
"G4500350",93677,16
"G4500350",103848,16
"G4500350",118262,16
"G4500350",160836,16
"G4500350",196439,16
"G4500350",202826,16
"G4500350",23718,17
"G4500350",30173,17
"G4500350",43131,17
"G4500350",47606,17
"G4500350",66339,17
"G4500350",67866,17
"G4500350",68251,17
"G4500350",68631,17
"G4500350",73348,17
"G4500350",83013,17
"G4500350",110624,17
"G4500350",124597,17
"G4500350",135957,17
"G4500350",157745,17
"G4500350",200860,17
